cluster,article_id,alcohol,package_units,itm_volume
1,2069656762.3819096,4.241929824561404,20.78894472361809,429.64824120603015
2,2074136058.0714285,4.771428571428571,21.25,399.10714285714283
NA,2152484454.792453,3.674812030075188,20.08176100628931,420.8805031446541
